scansci Spectrometer Data File
--- Measurement Setting ---
Type: Sample Spectrum
Date: Fri Nov 22 18:00:57 2024
User: (Reserved by scansci)
Serial: (Reserved by scansci)
Channel: No. 11
Integration Time: 500
Average: 30
Boxcar: 50
Electrical Dark: No-corrected
Time Normalize: (Reserved by scansci)
Dual-beam: (Reserved by scansci)
Reference Ch: (Reserved by scansci)
--- Measurement Data ---
Pixel   Wavelength   Intensity
  839      544.522      2767.69
  840      544.941      2825.88
  841      545.359      2883.51
  842      545.778      2940.26
  843      546.196      2996.62
  844      546.614       3052.7
  845      547.032      3108.19
  846       547.45      3163.43
  847      547.867      3218.11
  848      548.285      3272.12
  849      548.703      3325.48
  850       549.12      3378.02
  851      549.538      3429.71
  852      549.955      3480.64
  853      550.372      3530.96
  854      550.789      3580.56
  855      551.206      3629.44
  856      551.623      3677.42
  857      552.039       3724.1
  858      552.456      3770.13
  859      552.873      3815.22
  860      553.289      3858.88
  861      553.705      3901.22
  862      554.121      3942.33
  863      554.537      3982.67
  864      554.953      4022.09
  865      555.369      4060.18
  866      555.785      4096.93
  867      556.201       4132.5
  868      556.616      4166.89
  869      557.032      4199.76
  870      557.447      4231.03
  871      557.862      4261.21
  872      558.277      4290.59
  873      558.692      4319.24
  874      559.107      4347.23
  875      559.522      4374.48
  876      559.937      4400.96
  877      560.351      4426.55
  878      560.766      4451.13
  879       561.18      4474.76
  880      561.595      4497.38
  881      562.009      4518.92
  882      562.423      4539.35
  883      562.837      4558.68
  884       563.25      4576.82
  885      563.664      4593.83
  886      564.078      4609.82
  887      564.491      4624.75
  888      564.905      4638.53
  889      565.318      4651.15
  890      565.731      4662.76
  891      566.144      4673.37
  892      566.557      4682.74
  893       566.97      4690.84
  894      567.383      4697.99
  895      567.795      4704.24
  896      568.208      4709.51
  897       568.62      4713.57
  898      569.033      4716.22
  899      569.445       4717.6
  900      569.857      4717.73
  901      570.269      4716.49
  902      570.681      4713.84
  903      571.093      4710.02
  904      571.504      4705.33
  905      571.916      4699.29
  906      572.327      4691.29
  907      572.739      4681.32
  908       573.15      4669.56
  909      573.561         4656
  910      573.972      4640.37
  911      574.383      4622.49
  912      574.794      4602.14
  913      575.204      4579.26
  914      575.615      4554.05
  915      576.025      4526.23
  916      576.436      4496.09
